"ticker"	"date"	"adjClose"
"BRK-B"	2017-02-28	171.42
"BRK-B"	2017-03-31	166.68
"BRK-B"	2017-04-28	165.21
"BRK-B"	2017-05-31	165.28
"BRK-B"	2017-06-30	169.37
"BRK-B"	2017-07-31	174.97
"BRK-B"	2017-08-31	181.16
"BRK-B"	2017-09-29	183.32
"BRK-B"	2017-10-31	186.94
"BRK-B"	2017-11-30	193.01
"BRK-B"	2017-12-29	198.22
"BRK-B"	2018-01-31	214.38
"BRK-B"	2018-02-28	207.2
"BRK-B"	2018-03-30	199.48
"BRK-B"	2018-04-30	193.73
"BRK-B"	2018-05-31	191.53
"BRK-B"	2018-06-29	186.65
"BRK-B"	2018-07-31	197.87
"BRK-B"	2018-08-31	208.72
"BRK-B"	2018-09-28	214.11
"BRK-B"	2018-10-31	205.28
"BRK-B"	2018-11-30	218.24
"BRK-B"	2018-12-31	204.18
"BRK-B"	2019-01-31	205.54
"BRK-B"	2019-02-28	201.3
"BRK-B"	2019-03-29	200.89
"BRK-B"	2019-04-30	216.71
"BRK-B"	2019-05-31	197.42
"BRK-B"	2019-06-28	213.17
"BRK-B"	2019-07-31	205.43
"BRK-B"	2019-08-30	203.41
"BRK-B"	2019-09-30	208.02
"BRK-B"	2019-10-31	212.58
"BRK-B"	2019-11-29	220.3
"BRK-B"	2019-12-31	226.5
"BRK-B"	2020-01-31	224.43
"BRK-B"	2020-02-28	226.77
"GOOGL"	2015-12-31	778.01
"GOOGL"	2016-01-29	761.35
"GOOGL"	2016-02-29	717.22
"GOOGL"	2016-03-31	762.9
"GOOGL"	2016-04-29	707.88
"GOOGL"	2016-05-31	748.85
"GOOGL"	2016-06-30	703.53
"GOOGL"	2016-07-29	791.34
"GOOGL"	2016-08-31	789.85
"GOOGL"	2016-09-30	804.06
"GOOGL"	2016-10-31	809.9
"GOOGL"	2016-11-30	775.88
"GOOGL"	2016-12-30	792.45
"GOOGL"	2017-01-31	820.19
"GOOGL"	2017-02-28	844.93
"GOOGL"	2017-03-31	847.8
"GOOGL"	2017-04-28	924.52
"GOOGL"	2017-05-31	987.09
"GOOGL"	2017-06-30	929.68
"GOOGL"	2017-07-31	945.5
"GOOGL"	2017-08-31	955.24
"GOOGL"	2017-09-29	973.72
"GOOGL"	2017-10-31	1033.04
"GOOGL"	2017-11-30	1036.17
"GOOGL"	2017-12-29	1053.4
"GOOGL"	2018-01-31	1182.22
"GOOGL"	2018-02-28	1103.92
"GOOGL"	2018-03-30	1037.14
"GOOGL"	2018-04-30	1018.58
"GOOGL"	2018-05-31	1100
"GOOGL"	2018-06-29	1129.19
"GOOGL"	2018-07-31	1227.22
"GOOGL"	2018-08-31	1231.8
"GOOGL"	2018-09-28	1207.08
"GOOGL"	2018-10-31	1090.58
"GOOGL"	2018-11-30	1109.65
"GOOGL"	2018-12-31	1044.96
"GOOGL"	2019-01-31	1125.89
"GOOGL"	2019-02-28	1126.55
"GOOGL"	2019-03-29	1176.89
"GOOGL"	2019-04-30	1198.96
"GOOGL"	2019-05-31	1106.5
"GOOGL"	2019-06-28	1082.8
"GOOGL"	2019-07-31	1218.2
"GOOGL"	2019-08-30	1190.53
"GOOGL"	2019-09-30	1221.14
"GOOGL"	2019-10-31	1258.8
"GOOGL"	2019-11-29	1304.09
"GOOGL"	2019-12-31	1339.39
"GOOGL"	2020-01-31	1432.78
"GOOGL"	2020-02-28	1519.44
"GOOG"	2015-12-31	758.88
"GOOG"	2016-01-29	742.95
"GOOG"	2016-02-29	697.77
"GOOG"	2016-03-31	744.95
"GOOG"	2016-04-29	693.01
"GOOG"	2016-05-31	735.72
"GOOG"	2016-06-30	692.1
"GOOG"	2016-07-29	768.79
"GOOG"	2016-08-31	767.05
"GOOG"	2016-09-30	777.29
"GOOG"	2016-10-31	784.54
"GOOG"	2016-11-30	758.04
"GOOG"	2016-12-30	771.82
"GOOG"	2017-01-31	796.79
"GOOG"	2017-02-28	823.21
"GOOG"	2017-03-31	829.56
"GOOG"	2017-04-28	905.96
"GOOG"	2017-05-31	964.86
"GOOG"	2017-06-30	908.73
"GOOG"	2017-07-31	930.5
"GOOG"	2017-08-31	939.33
"GOOG"	2017-09-29	959.11
"GOOG"	2017-10-31	1016.64
"GOOG"	2017-11-30	1021.41
"GOOG"	2017-12-29	1046.4
"GOOG"	2018-01-31	1169.94
"GOOG"	2018-02-28	1104.73
"GOOG"	2018-03-30	1031.79
"GOOG"	2018-04-30	1017.33
"GOOG"	2018-05-31	1084.99
"GOOG"	2018-06-29	1115.65
"GOOG"	2018-07-31	1217.26
"GOOG"	2018-08-31	1218.19
"GOOG"	2018-09-28	1193.47
"GOOG"	2018-10-31	1076.77
"GOOG"	2018-11-30	1094.43
"GOOG"	2018-12-31	1035.61
"GOOG"	2019-01-31	1116.37
"GOOG"	2019-02-28	1119.92
"GOOG"	2019-03-29	1173.31
"GOOG"	2019-04-30	1188.48
"GOOG"	2019-05-31	1103.63
"GOOG"	2019-06-28	1080.91
"GOOG"	2019-07-31	1216.68
"GOOG"	2019-08-30	1188.1
"GOOG"	2019-09-30	1219
"GOOG"	2019-10-31	1260.11
"GOOG"	2019-11-29	1304.96
"GOOG"	2019-12-31	1337.02
"GOOG"	2020-01-31	1434.23
"GOOG"	2020-02-28	1519.67
"JPM"	2015-12-31	59.0726789337
"JPM"	2016-01-29	53.5988663863
"JPM"	2016-02-29	50.7162382782
"JPM"	2016-03-31	53.3466364269
"JPM"	2016-04-29	57.3550476746
"JPM"	2016-05-31	59.2336069892
"JPM"	2016-06-30	56.4021552686
"JPM"	2016-07-29	58.5087136794
"JPM"	2016-08-31	61.7373483408
"JPM"	2016-09-30	60.9050374224
"JPM"	2016-10-31	63.8036481565
"JPM"	2016-11-30	73.854150631
"JPM"	2016-12-30	79.4920126974
"JPM"	2017-01-31	78.3933736293
"JPM"	2017-02-28	83.9419534241
"JPM"	2017-03-31	81.3668195627
"JPM"	2017-04-28	81.0502306759
"JPM"	2017-05-31	76.5319132187
"JPM"	2017-06-30	85.149322802
"JPM"	2017-07-31	85.9830024062
"JPM"	2017-08-31	85.1306654543
"JPM"	2017-09-29	89.457914595
"JPM"	2017-10-31	94.7782794134
"JPM"	2017-11-30	98.461641629
"JPM"	2017-12-29	100.7413696499
"JPM"	2018-01-31	109.524963783
"JPM"	2018-02-28	109.3639951322
"JPM"	2018-03-30	104.1277796076
"JPM"	2018-04-30	103.5165564299
"JPM"	2018-05-31	101.8321998857
"JPM"	2018-06-29	99.15816492
"JPM"	2018-07-31	109.9786164546
"JPM"	2018-08-31	109.6246182981
"JPM"	2018-09-28	107.9598702109
"JPM"	2018-10-31	105.0289793851
"JPM"	2018-11-30	107.1195396976
"JPM"	2018-12-31	94.0463123058
"JPM"	2019-01-31	100.5324840902
"JPM"	2019-02-28	101.3678264701
"JPM"	2019-03-29	98.3275687387
"JPM"	2019-04-30	113.576937965
"JPM"	2019-05-31	103.7019590416
"JPM"	2019-06-28	109.417506803
"JPM"	2019-07-31	114.3330238919
"JPM"	2019-08-30	108.2812586617
"JPM"	2019-09-30	115.9987377744
"JPM"	2019-10-31	124.1125596093
"JPM"	2019-11-29	130.9083481758
"JPM"	2019-12-31	138.4989658144
"JPM"	2020-01-31	132.36
"JPM"	2020-02-28	135.64
"JNJ"	2015-12-31	92.2296019732
"JNJ"	2016-01-29	93.7739449969
"JNJ"	2016-02-29	95.1455016112
"JNJ"	2016-03-31	97.8494750911
"JNJ"	2016-04-29	101.3583102422
"JNJ"	2016-05-31	102.6337493139
"JNJ"	2016-06-30	110.4754085703
"JNJ"	2016-07-29	114.0547025165
"JNJ"	2016-08-31	109.4154008993
"JNJ"	2016-09-30	108.3060273859
"JNJ"	2016-10-31	106.3439948911
"JNJ"	2016-11-30	102.7516826966
"JNJ"	2016-12-30	106.3613779288
"JNJ"	2017-01-31	104.5519143342
"JNJ"	2017-02-28	113.559175257
"JNJ"	2017-03-31	115.733534721
"JNJ"	2017-04-28	114.7299841992
"JNJ"	2017-05-31	119.9565704811
"JNJ"	2017-06-30	123.735319368
"JNJ"	2017-07-31	124.1375129376
"JNJ"	2017-08-31	124.5999434868
"JNJ"	2017-09-29	122.3784743727
"JNJ"	2017-10-31	131.2266988101
"JNJ"	2017-11-30	131.9491295414
"JNJ"	2017-12-29	132.3184696729
"JNJ"	2018-01-31	130.8695199263
"JNJ"	2018-02-28	123.782044766
"JNJ"	2018-03-30	122.1332694546
"JNJ"	2018-04-30	120.5512075951
"JNJ"	2018-05-31	114.8484396659
"JNJ"	2018-06-29	116.4998300372
"JNJ"	2018-07-31	127.2338674513
"JNJ"	2018-08-31	130.1799341994
"JNJ"	2018-09-28	133.5434071448
"JNJ"	2018-10-31	135.3024648346
"JNJ"	2018-11-30	142.8849752984
"JNJ"	2018-12-31	125.5228458969
"JNJ"	2019-01-31	129.4426992015
"JNJ"	2019-02-28	133.7836279035
"JNJ"	2019-03-29	136.8677791615
"JNJ"	2019-04-30	138.2483040104
"JNJ"	2019-05-31	129.2869522576
"JNJ"	2019-06-28	137.3014617647
"JNJ"	2019-07-31	128.3701633472
"JNJ"	2019-08-30	127.4771939477
"JNJ"	2019-09-30	128.4901788171
"JNJ"	2019-10-31	131.1318844567
"JNJ"	2019-11-29	137.49
"JNJ"	2019-12-31	145.87
"JNJ"	2020-01-31	148.87
"JNJ"	2020-02-28	149.14
"V"	2015-12-31	75.3375515317
"V"	2016-01-29	72.3648512392
"V"	2016-02-29	70.4614484451
"V"	2016-03-31	74.4424862147
"V"	2016-04-29	75.1822389543
"V"	2016-05-31	76.9761103862
"V"	2016-06-30	72.3247796725
"V"	2016-07-29	76.108252035
"V"	2016-08-31	79.0239673703
"V"	2016-09-30	80.782226224
"V"	2016-10-31	80.5966322339
"V"	2016-11-30	75.6826046619
"V"	2016-12-30	76.3677808551
"V"	2017-01-31	80.95846135
"V"	2017-02-28	86.2399501288
"V"	2017-03-31	87.1519714344
"V"	2017-04-28	89.4565414004
"V"	2017-05-31	93.5569496176
"V"	2017-06-30	92.132423975
"V"	2017-07-31	97.8108779159
"V"	2017-08-31	101.863721546
"V"	2017-09-29	103.5562022363
"V"	2017-10-31	108.2203641386
"V"	2017-11-30	110.9831987549
"V"	2017-12-29	112.392790852
"V"	2018-01-31	122.45708128
"V"	2018-02-28	121.3936115298
"V"	2018-03-30	118.1153718171
"V"	2018-04-30	125.2840526347
"V"	2018-05-31	129.2843708963
"V"	2018-06-29	130.9953712149
"V"	2018-07-31	135.2382563981
"V"	2018-08-31	145.4936923821
"V"	2018-09-28	148.6632738078
"V"	2018-10-31	136.5396248545
"V"	2018-11-30	140.6103290448
"V"	2018-12-31	130.9161443382
"V"	2019-01-31	133.9623211088
"V"	2019-02-28	147.227241804
"V"	2019-03-29	155.2486017916
"V"	2019-04-30	163.4389371444
"V"	2019-05-31	160.6007793319
"V"	2019-06-28	172.7655442451
"V"	2019-07-31	177.195429995
"V"	2019-08-30	180.2579774221
"V"	2019-09-30	171.4753605596
"V"	2019-10-31	178.3040694709
"V"	2019-11-29	184.2434954261
"V"	2019-12-31	187.6285989408
"V"	2020-01-31	198.682609533
"V"	2020-02-28	211.2
"PG"	2015-12-31	69.5888873945
"PG"	2016-01-29	72.2127132738
"PG"	2016-02-29	70.9751346401
"PG"	2016-03-31	72.7607838116
"PG"	2016-04-29	71.4030457716
"PG"	2016-05-31	72.2229509402
"PG"	2016-06-30	75.4580115512
"PG"	2016-07-29	76.8764641324
"PG"	2016-08-31	78.4213586097
"PG"	2016-09-30	80.6129531007
"PG"	2016-10-31	78.5734783529
"PG"	2016-11-30	74.6448044352
"PG"	2016-12-30	76.1112679713
"PG"	2017-01-31	79.9227583355
"PG"	2017-02-28	83.0886484202
"PG"	2017-03-31	81.9755689091
"PG"	2017-04-28	80.2896449502
"PG"	2017-05-31	80.9883753998
"PG"	2017-06-30	80.1241561595
"PG"	2017-07-31	84.1500195674
"PG"	2017-08-31	85.4935290188
"PG"	2017-09-29	84.2982688862
"PG"	2017-10-31	80.6013679032
"PG"	2017-11-30	84.0087687932
"PG"	2017-12-29	85.7731489801
"PG"	2018-01-31	81.2177207897
"PG"	2018-02-28	73.8616566644
"PG"	2018-03-30	74.5765682674
"PG"	2018-04-30	68.6994538063
"PG"	2018-05-31	69.4876836467
"PG"	2018-06-29	74.1315919839
"PG"	2018-07-31	77.5093806625
"PG"	2018-08-31	79.4931148115
"PG"	2018-09-28	79.7614460008
"PG"	2018-10-31	85.7439265544
"PG"	2018-11-30	91.3809032325
"PG"	2018-12-31	88.8766545882
"PG"	2019-01-31	94.0140680662
"PG"	2019-02-28	96.0411154548
"PG"	2019-03-29	101.4010965304
"PG"	2019-04-30	104.5004709536
"PG"	2019-05-31	100.9968394613
"PG"	2019-06-28	107.6115386933
"PG"	2019-07-31	116.5940838983
"PG"	2019-08-30	118.7572577693
"PG"	2019-09-30	122.8564228674
"PG"	2019-10-31	123.7713723765
"PG"	2019-11-29	121.3359064515
"PG"	2019-12-31	124.1590587891
"PG"	2020-01-31	124.62
"PG"	2020-02-28	124.87
"MA"	2015-12-31	94.6946018983
"MA"	2016-01-29	86.768896453
"MA"	2016-02-29	84.7124843277
"MA"	2016-03-31	92.0999743324
"MA"	2016-04-29	94.7162878538
"MA"	2016-05-31	93.6518404493
"MA"	2016-06-30	85.995631595
"MA"	2016-07-29	93.2108297586
"MA"	2016-08-31	94.5712146113
"MA"	2016-09-30	99.6017024836
"MA"	2016-10-31	104.9341882236
"MA"	2016-11-30	100.2081296622
"MA"	2016-12-30	101.2376652409
"MA"	2017-01-31	104.4720178027
"MA"	2017-02-28	108.5298512789
"MA"	2017-03-31	110.5047290724
"MA"	2017-04-28	114.5118081892
"MA"	2017-05-31	120.9698331352
"MA"	2017-06-30	119.5620624534
"MA"	2017-07-31	126.0402655798
"MA"	2017-08-31	131.4645336603
"MA"	2017-09-29	139.2557550851
"MA"	2017-10-31	146.9460681432
"MA"	2017-11-30	148.62522601
"MA"	2017-12-29	149.5043145402
"MA"	2018-01-31	167.1900672998
"MA"	2018-02-28	173.8776699918
"MA"	2018-03-30	173.2840957884
"MA"	2018-04-30	176.6206013368
"MA"	2018-05-31	188.3609621705
"MA"	2018-06-29	194.7017477685
"MA"	2018-07-31	196.4138544261
"MA"	2018-08-31	213.8331841419
"MA"	2018-09-28	220.8267077464
"MA"	2018-10-31	196.316365884
"MA"	2018-11-30	199.6930828567
"MA"	2018-12-31	187.3581343857
"MA"	2019-01-31	210.0440623835
"MA"	2019-02-28	223.6139056597
"MA"	2019-03-29	234.2389735622
"MA"	2019-04-30	253.285600439
"MA"	2019-05-31	250.5459237508
"MA"	2019-06-28	263.5369724832
"MA"	2019-07-31	271.5779388522
"MA"	2019-08-30	280.6548082963
"MA"	2019-09-30	270.8797181257
"MA"	2019-10-31	276.4475646481
"MA"	2019-11-29	291.8473747954
"MA"	2019-12-31	298.1990474632
"MA"	2020-01-31	315.94
"MA"	2020-02-28	341.24
"UNH"	2015-12-31	110.5511685484
"UNH"	2016-01-29	108.2206100819
"UNH"	2016-02-29	111.9231908715
"UNH"	2016-03-31	121.6327906093
"UNH"	2016-04-29	124.2560579319
"UNH"	2016-05-31	126.1338643967
"UNH"	2016-06-30	133.8460253661
"UNH"	2016-07-29	135.7418614194
"UNH"	2016-08-31	128.9642475287
"UNH"	2016-09-30	133.3229605615
"UNH"	2016-10-31	134.5895286869
"UNH"	2016-11-30	151.3644140461
"UNH"	2016-12-30	153.0088480542
"UNH"	2017-01-31	154.9783445987
"UNH"	2017-02-28	158.1142420095
"UNH"	2017-03-31	157.3880936955
"UNH"	2017-04-28	167.8192172762
"UNH"	2017-05-31	168.1071047715
"UNH"	2017-06-30	178.6734930213
"UNH"	2017-07-31	184.8309928617
"UNH"	2017-08-31	191.663023201
"UNH"	2017-09-29	189.4382478371
"UNH"	2017-10-31	203.3378016865
"UNH"	2017-11-30	221.4255996674
"UNH"	2017-12-29	213.9434969657
"UNH"	2018-01-31	229.7810995716
"UNH"	2018-02-28	219.4750125817
"UNH"	2018-03-30	208.3675257832
"UNH"	2018-04-30	230.1779583885
"UNH"	2018-05-31	235.1534633266
"UNH"	2018-06-29	239.7225452903
"UNH"	2018-07-31	247.4221199902
"UNH"	2018-08-31	262.3131756282
"UNH"	2018-09-28	260.8162054058
"UNH"	2018-10-31	256.2182953045
"UNH"	2018-11-30	276.7177196581
"UNH"	2018-12-31	245.0096613635
"UNH"	2019-01-31	265.7418533254
"UNH"	2019-02-28	238.2235074481
"UNH"	2019-03-29	244.1026913897
"UNH"	2019-04-30	230.0938861207
"UNH"	2019-05-31	238.7124111382
"UNH"	2019-06-28	241.9544908958
"UNH"	2019-07-31	246.9123715338
"UNH"	2019-08-30	232.0288138585
"UNH"	2019-09-30	216.4855505386
"UNH"	2019-10-31	251.729700999
"UNH"	2019-11-29	278.7953756177
"UNH"	2019-12-31	293.98
"UNH"	2020-01-31	272.45
"UNH"	2020-02-28	302.14
"XOM"	2015-12-31	65.4870734103
"XOM"	2016-01-29	65.4030617702
"XOM"	2016-02-29	67.9491505517
"XOM"	2016-03-31	70.8654958779
"XOM"	2016-04-29	74.9432926858
"XOM"	2016-05-31	76.1062476528
"XOM"	2016-06-30	80.1415373509
"XOM"	2016-07-29	76.0464022547
"XOM"	2016-08-31	75.1455888664
"XOM"	2016-09-30	75.2663185249
"XOM"	2016-10-31	71.8513938989
"XOM"	2016-11-30	75.9454185578
"XOM"	2016-12-30	78.520429313
"XOM"	2017-01-31	72.9789365729
"XOM"	2017-02-28	71.394371731
"XOM"	2017-03-31	72.0001527996
"XOM"	2017-04-28	71.6840931116
"XOM"	2017-05-31	71.3388375928
"XOM"	2017-06-30	71.542662843
"XOM"	2017-07-31	70.9311870922
"XOM"	2017-08-31	68.3029567126
"XOM"	2017-09-29	73.3587893528
"XOM"	2017-10-31	74.5847169133
"XOM"	2017-11-30	75.2229592634
"XOM"	2017-12-29	75.5390600647
"XOM"	2018-01-31	78.8445713014
"XOM"	2018-02-28	69.0992680952
"XOM"	2018-03-30	68.0683442379
"XOM"	2018-04-30	70.9330353103
"XOM"	2018-05-31	74.8647749583
"XOM"	2018-06-29	76.2378487482
"XOM"	2018-07-31	75.1135869874
"XOM"	2018-08-31	74.6415294171
"XOM"	2018-09-28	79.1570766002
"XOM"	2018-10-31	74.1853194955
"XOM"	2018-11-30	74.7682520288
"XOM"	2018-12-31	64.1314101364
"XOM"	2019-01-31	68.9184592286
"XOM"	2019-02-28	75.150063479
"XOM"	2019-03-29	76.8331662546
"XOM"	2019-04-30	76.3386953827
"XOM"	2019-05-31	68.0603064033
"XOM"	2019-06-28	73.695934431
"XOM"	2019-07-31	71.5128498537
"XOM"	2019-08-30	66.6808577602
"XOM"	2019-09-30	68.7548972904
"XOM"	2019-10-31	65.7947657544
"XOM"	2019-11-29	67.1555942791
"XOM"	2019-12-31	68.7819957258
"XOM"	2020-01-31	61.2315502219
"XOM"	2020-02-28	59.88
"T"	2015-12-31	27.2983733915
"T"	2016-01-29	29.0105197189
"T"	2016-02-29	29.7265308822
"T"	2016-03-31	31.5125362559
"T"	2016-04-29	31.6189210537
"T"	2016-05-31	31.8877063177
"T"	2016-06-30	35.1945795654
"T"	2016-07-29	35.6524235046
"T"	2016-08-31	33.6676154509
"T"	2016-09-30	33.4452510631
"T"	2016-10-31	30.6705964263
"T"	2016-11-30	32.2045430809
"T"	2016-12-30	35.4558430555
"T"	2017-01-31	35.5641874399
"T"	2017-02-28	35.2520728917
